Geneid	4N_ZFP821_WT_RNA_seq_rep1	4N_ZFP821_WT_RNA_seq_rep2	4N_ZFP821_KO_RNA_seq_rep1	4N_ZFP821_KO_RNA_seq_rep2
6430553K19Rik	0	0	0	0
Gm17804	0	0	0	0
Gm7275	85	86	74	87
Gm52257	0	0	0	0
Gm6914	0	1	0	0
Gm24651	0	0	0	0
Gm18169	0	0	0	0
Gm6912	0	0	0	0
Gm35687	0	0	0	0
Gm17900	1	0	0	0
Nectin3	16463	17450	14215	15187
Gm26297	0	0	0	0
Gm4737	4	3	1	17
Gm50487	0	0	0	0
Cd96	48	76	41	45
Gm31198	0	0	0	0
Gm24754	0	0	0	0
Plcxd2	45	40	74	73
Gm15638	0	0	0	0
Gm52249	0	0	0	0
Phldb2	18	16	14	13
Abhd10	845	908	932	924
Tagln3	29	18	29	21
Tmprss7	31	26	32	36
BC016579	3	5	7	7
Gcsam	66	80	67	56
Slc9c1	10037	10795	7502	7972
Gm6903	5	5	4	6
Gm17783	3	1	2	1
Gm16011	1	0	1	0
Gm609	15	14	7	17
Gm5406	0	0	0	0
Cd200	6	16	6	18
Gm30760	0	0	0	0
Gm30636	0	0	0	0
Btla	1	0	0	2
Atg3	1103	1127	1063	1107
Slc35a5	1165	1258	1110	1054
Ccdc80	7	4	5	14
Cd200r3	4	3	3	5
Gm17928	0	0	0	0
Cd200r2	0	0	0	1
Gm5964	0	1	4	0
Cd200r4	0	0	0	0
Gm19142	0	0	0	0
Gm5063	0	0	0	0
Cd200r1	0	0	0	1
Gtpbp8	360	343	473	376
Nepro	1140	1294	1261	1285
Gm30445	44	38	60	52
Gm30311	0	0	0	0
Gm46571	0	3	1	0
Gm30252	0	0	0	0
Rpl27a-ps3	0	0	0	0
Mir3081	0	0	0	0
Gm30064	50	68	60	65
Boc	130	119	182	139
Cfap44	5518	5935	5706	5935
Spice1	1846	2024	2009	1975
Sidt1	20	4	12	4
Usf3	848	816	648	793
Naa50	898	992	1115	1292
Atp6v1a	5482	5874	5496	5439
Mir3470b	0	0	0	0
Gramd1c	6623	7039	5760	5980
Gm46552	9	10	16	21
Zdhhc23	233	245	351	416
Ccdc191	1107	1283	1603	1690
Gm25989	10	1	4	7
Qtrt2	180	209	293	383
Gm26074	0	0	0	0
Drd3	2	1	4	1
Mir568	19	29	10	15
Tigit	3	5	4	6
Gm15713	0	0	0	0
Gm9968	0	0	1	0
Gm15711	7	9	13	17
Gm15712	0	1	7	11
Gm25873	1	2	2	2
Ndufs5-ps	14	5	22	22
Gm19522	0	1	1	0
Zbtb20	834	792	953	1152
4932412D23Rik	614	674	673	659
Gm29960	4	5	7	4
Mir6540	0	0	0	0
Gap43	0	0	1	0
Gm49738	0	0	0	0
Gm52229	1	0	0	0
Gm46551	4	1	1	0
Gm52230	5	4	11	4
Gm18235	0	0	0	0
Gm22543	0	0	0	0
Lsamp	0	0	5	0
Gm8609	0	0	0	0
Gm36903	0	3	0	0
Gm41454	0	0	0	0
Gm36852	0	0	0	0
Gm36742	0	0	0	0
Gm36585	1	0	0	0
Gm34258	5	6	6	7
Gm22500	3	0	2	4
Igsf11	1510	1705	1393	1512
Gm15802	23	14	6	14
Gm15803	3	0	2	8
Tex55	117	103	121	120
Upk1b	0	0	2	1
Gm15575	0	0	0	0
B4galt4	52	63	73	118
Gm15530	1	2	1	1
Gm36482	137	136	163	156
Arhgap31	60	30	73	82
Tmem39a	742	887	1011	1076
Poglut1	192	197	328	393
Gm15953	3	0	0	1
Timmdc1	365	415	640	726
Ck-ps3	0	0	0	1
Gm41453	2	0	0	0
Gm8590	0	0	1	2
Cd80	3	5	3	7
Adprh	3694	3761	4588	3744
Gm36333	0	0	0	0
Pla1a	13	16	11	7
Popdc2	7	5	15	12
Cox17	441	489	736	697
Maats1	2511	2566	2570	2493
Nr1i2	26	30	37	19
Gm25617	0	0	2	6
Gsk3b	1923	2025	2246	2348
BC031361	52	51	100	110
Gm46549	3	0	2	1
4930542C21Rik	6	9	4	6
Gm25140	0	0	0	1
Gm36225	4	6	7	8
Gpr156	51	41	48	52
Gm15725	0	0	0	0
Lrrc58	4913	5469	4431	4711
Gm36028	6	16	18	10
Gm41452	4	1	2	3
Fstl1	189	247	284	242
Gm46547	0	0	0	0
Gm4600	0	0	0	0
Gm35833	32	20	37	33
Ndufb4	1236	1337	1698	1446
Gm46559	1	1	0	0
Hgd	9	10	15	8
Rabl3	1190	1182	1361	1212
Gtf2e1	2698	2795	3085	3153
LOC115488705	0	0	0	0
Gm15665	2	0	7	4
Stxbp5l	253	248	376	364
Polq	2319	2346	2120	2233
Fbxo40	13	15	26	14
Hcls1	2	6	10	7
4930565N06Rik	9	11	11	17
Golgb1	2832	3121	3580	4085
Iqcb1	1619	1830	2375	2444
Eaf2	71	99	146	132
Gm8425	0	0	0	0
Slc15a2	7	8	10	11
Gm8538	0	0	0	0
Ildr1	0	1	0	1
Gm41451	0	0	0	0
Cd86	3	3	3	4
Casr	104	141	121	135
Stfa3	0	0	0	0
Gm25903	0	0	0	0
Gm22263	0	0	0	0
Stfa2	0	0	0	0
Gm7260	0	0	0	0
Gm24218	0	0	0	0
Cstdc5	0	0	0	0
Cstdc6	0	0	0	0
Gm24437	0	0	0	0
Cstdc3	8	10	7	7
Stfa1	0	0	0	1
Gm24569	0	0	0	0
Csta2	0	0	0	0
Csta3	1	0	1	0
Gm10913	0	0	2	1
Gm6815	1	3	1	3
Gm25024	0	0	0	0
Cstdc4	0	0	0	0
Gm22885	0	0	0	0
Stfa2l1	0	0	1	0
Gm23080	0	0	0	0
Csta1	0	0	0	0
Gm41450	0	0	1	2
Ccdc58	548	582	735	763
Fam162a	654	725	990	937
Wdr5b	256	296	266	225
Kpna1	1084	1146	1451	1580
Gm15564	2421	1638	2282	2079
Parp9	8	6	22	19
Dtx3l	41	46	61	62
Gm10237	1	0	0	0
Gm41467	0	0	0	0
Parp14	80	87	63	88
Hspbap1	509	645	912	960
Gm25967	0	0	0	0
Slc49a4	174	188	337	455
Gm5963	5	5	27	30
Sema5b	2207	2350	2479	2286
1600019K03Rik	0	0	0	1
Gm18105	0	0	0	0
Pdia5	104	117	240	257
Gm23518	0	0	0	0
Gm25079	0	0	0	0
Sec22a	2142	2396	2499	2527
Gm25179	0	0	0	0
Gm46550	0	0	0	1
Adcy5	36	41	47	76
Hacd2	1221	1330	1293	1227
LOC105246106	56	52	81	82
E130310I04Rik	4	8	1	4
1700119H24Rik	1	0	1	1
Mylk	1976	2136	2360	2447
Ccdc14	1718	1888	1925	1836
Gm35150	89	72	88	77
Ropn1	772	906	751	755
Gm41448	0	0	0	0
Kalrn	188	238	314	310
Umps	945	1041	1567	1366
Itgb5	176	144	242	265
Gm34967	0	0	0	0
Muc13	2	0	6	3
Gm15658	0	0	0	2
Heg1	372	409	506	537
Slc12a8	16	32	34	34
Zfp148	1351	1447	1447	1600
1700007L15Rik	777	799	1333	1059
Snx4	1395	1498	1774	1658
Gm52274	2	5	13	5
Osbpl11	1078	1146	1359	1590
Gm41447	0	0	0	0
Gm38540	0	0	1	0
Mir1947	7	16	5	7
Lmln	1017	992	960	866
Rpl35a	2073	2220	3937	3685
Iqcg	5399	5814	6119	5694
n-R5s33	0	0	0	2
Gm6611	85	75	127	128
Lrch3	3107	3381	3542	3639
Fyttd1	18930	20358	16540	16744
Rubcn	10838	11606	13999	12937
Smbd1	0	0	0	0
Muc20	81	97	123	119
Gm34825	8	5	17	17
Muc4	116	137	109	106
Gm9556	0	0	0	1
Gm34766	0	0	0	1
Tnk2os	17	10	15	15
Tnk2	315	409	873	950
Tfrc	1241	1373	1937	2249
Gm5405	0	0	0	0
Zdhhc19	441	393	311	282
Slc51a	1	0	0	2
Pcyt1a	3237	3356	3733	3686
Tctex1d2	3136	3146	2954	3052
Gm20056	2	1	2	2
Tm4sf19	4	3	9	9
Ubxn7	2638	2941	3273	3485
Gm8387	4	4	3	5
Rnf168	1482	1590	1893	1783
Smco1	16	11	11	8
Mir1946a	0	0	0	0
Wdr53	1272	1276	2016	1975
Gm25848	16	5	25	23
Fbxo45	688	766	803	856
Bex6	140	123	207	162
Nrros	11	16	24	17
Cep19	991	1121	1279	1240
Pigx	113	150	184	258
Gm26419	0	0	0	0
Pak2	1917	1966	2231	2540
Hmgb1-ps6	1	4	8	12
Gm15694	22	21	28	35
Gm15696	9	17	21	30
Senp5	587	631	828	819
Ncbp2	912	1079	1191	1495
0610012G03Rik	1189	1255	1419	1276
Pigz	2	1	2	1
Gm15703	14	4	16	26
Gm34476	0	0	0	0
Gm52243	179	203	273	255
Meltf	485	428	548	680
Gm17899	0	0	0	0
Gm24879	0	0	0	0
Dlg1	1593	1687	2017	2573
LOC115488702	0	0	0	0
Gm536	1	0	0	0
Gm34256	0	0	0	0
Gm46560	0	1	2	1
Gm52238	0	0	0	0
Gm34032	1	0	2	0
Gm15743	83	109	131	112
Bdh1	272	242	279	238
1700007E05Rik	78	66	91	132
Gm41443	18	9	19	21
AV205837	260	254	368	397
Apod	2	3	3	2
Ppp1r2	3205	3512	4290	4088
Gm41442	0	1	3	3
Gm52237	3	6	9	15
Gm18237	0	0	0	0
Acap2	860	950	897	896
Gm46554	22	20	71	58
Gm41440	6	3	4	9
Gm15742	7	9	20	27
Xxylt1	72	87	174	244
Gm46565	3	4	6	8
Gm25375	0	0	0	0
Gm26295	2	1	0	1
Gm41439	0	0	0	0
Gm33502	0	0	0	0
Fam43a	11	15	17	38
Lsg1	1875	1902	2437	2450
Gm52252	28	26	23	21
Tmem44	37	22	61	69
Atp13a3	2192	2380	2666	3573
Gp5	74	84	113	103
Lrrc15	5	4	4	16
Cpn2	0	1	0	0
Gm33330	0	0	0	0
1700025H01Rik	21	17	17	19
Gm26562	0	0	0	0
Gm6029	0	0	0	1
Gm20040	0	0	0	0
Gm32998	1	2	2	3
Hes1	37	69	87	159
9030404E10Rik	9	22	19	18
4632428C04Rik	0	0	1	1
Gm32796	2	1	3	3
Gm1968	0	0	0	0
Gm52263	0	0	0	0
Gm32740	0	0	0	0
Gm32679	0	0	0	0
Gm46567	0	0	0	2
Opa1	2234	2351	2375	2668
Gm18236	0	0	0	0
Atp13a4	9	17	8	13
Atp13a5	0	2	1	2
Plaat1	4371	4437	3489	3539
Gm8253	0	1	1	1
Mb21d2	51	60	94	145
Gm20018	0	0	0	0
Gm46548	13	19	21	6
Mir690	0	0	1	2
Gm52250	0	0	0	0
Fgf12	134	141	157	164
Gm10823	0	0	0	1
Gm18234	0	0	0	0
Gm32356	0	0	0	0
Ccdc50	668	642	705	833
Uts2b	1	0	0	0
Gm15970	0	0	0	0
Gm32312	0	0	0	0
Ostn	0	0	0	0
Gmnc	2	3	2	3
Gm20319	3	1	4	7
Il1rap	76	75	82	105
Tmem207	0	0	0	0
Cldn16	0	0	0	0
Cldn1	3	3	6	4
Gm41436	0	1	0	2
P3h2	8	9	9	15
Gm24928	0	0	0	0
Trp63	67	77	44	88
Gm20007	0	0	0	0
Gm18896	0	0	0	0
Tprg	0	0	0	1
Gm32196	0	0	0	0
Gm41435	1	0	1	6
Gm52256	0	0	0	0
A230028O05Rik	0	0	0	0
Gm52245	11	5	11	9
Gm22672	0	0	0	1
Mir28a	0	0	0	4
Morf4l1-ps1	99	140	181	221
Gm24440	0	0	0	0
Lpp	573	648	627	776
Lppos	1	7	18	22
Gm4521	16	10	8	17
Gm41434	1	1	0	1
Gm38456	1	0	0	2
Gm31814	27	23	21	24
Gm32126	0	0	0	0
Gm31583	1	0	0	0
Gm46545	0	0	0	0
Gm31527	0	1	2	7
Bcl6	17	34	39	47
Rtp2	0	0	0	1
Sst	1	0	0	0
Gm31430	4	5	2	2
Gm6640	0	0	0	2
Rtp4	1	0	1	3
Gm49514	0	0	0	0
Masp1	6	5	12	10
Rtp1	8	5	4	11
Gm30814	0	0	0	0
St6gal1	15	19	24	12
BC106179	5	0	1	5
Gm15746	0	0	0	0
Gm6630	0	0	0	0
C730014E05Rik	0	0	0	0
Adipoq	28	29	15	18
Rfc4	1014	1090	1587	1511
LOC115488691	61	43	34	31
LOC115488689	207	206	234	287
Snora81	167	138	140	163
LOC115488690	35	31	39	33
Snord2	25	26	25	22
Eif4a2	5222	5621	5256	5163
Gm30693	139	140	212	241
Gm8134	1	1	1	0
Kng1	0	2	0	0
Gm8130	1	0	4	7
Gm8128	0	0	0	0
Gm6493	16	26	33	41
Kng2	1	1	1	4
Hrg	0	0	0	0
Fetub	3	6	10	6
Gm30611	0	0	3	0
Ahsg	10	10	12	17
Gm30505	0	0	1	2
Dnajb11	3818	4053	5809	5674
Tbccd1	1679	1750	2145	2044
Crygs	0	1	1	1
Gm30416	9	7	11	2
Gm8118	0	0	0	0
Mir6362	0	0	0	0
Gm41433	0	0	2	0
Gm15651	0	0	2	2
Gm9525	0	0	0	0
Mir8095	0	0	0	0
Gm30251	0	1	0	1
9230117E06Rik	0	0	0	0
Dgkg	3	12	7	14
Etv5	95	103	192	230
Gng5-ps	10	19	30	26
Tra2b	7347	7993	8016	8174
Gm5809	29	31	91	86
Gm25810	0	0	0	0
Igf2bp2	68	73	93	134
Ndufa11b	9	3	10	12
Senp2	18405	19875	19206	19621
Liph	149	147	170	192
Tmem41a	65	50	133	165
Gm6467	1	2	9	9
Gm26744	0	1	0	0
Gm5962	0	0	0	0
Map3k13	119	114	123	120
1300002E11Rik	153	164	184	113
Ehhadh	10	10	6	12
2510009E07Rik	16	7	15	18
LOC108168286	4	2	2	4
Vps8	1015	1013	1364	1518
Gm36150	0	0	0	0
Gm36224	0	0	0	1
Magef1	32	32	39	32
Mir7680	0	0	0	0
Gm16863	0	0	1	0
Ephb3	57	36	63	65
Teddm3	0	0	0	0
Gm18771	0	1	0	0
Gm9697	0	0	0	0
Gm6557	0	0	0	0
Gm18770	0	0	0	0
Gm18769	0	0	0	0
Gm35913	0	0	0	0
Gm6551	0	0	0	0
Rps10-ps2	19	13	48	48
Gm9536	1	0	0	0
Gm46544	0	0	0	0
Gm22741	0	0	0	0
Chrd	2	3	1	6
Thpo	0	1	0	1
Polr2h	151	136	279	264
Clcn2	742	724	1187	1037
Fam131a	911	920	1400	1281
Snord66	4	2	10	14
Eif4g1	3822	4033	5922	6819
Gm4462	4	7	15	12
Psmd2	20367	21803	26700	26087
Ece2	0	0	0	1
Camk2n2	351	359	410	445
Eef1akmt4	29	49	85	77
Eef1akmt4-ece2	0	0	0	0
Alg3	480	535	685	611
Mir1224	0	0	0	0
Vwa5b2	6	3	7	10
Gm35685	0	0	1	0
Gm20164	0	0	0	1
Abcf3	4633	4934	6444	5850
Gm15760	52	55	79	77
Ap2m1	1940	2063	2875	2756
Dvl3	291	325	532	616
Gm16618	3	4	2	0
Eif2b5	6089	6428	8580	7106
Gm41432	0	0	0	0
Abcc5	437	452	748	914
Cyp2ab1	1	0	0	2
Parl	1432	1543	1894	1752
Gm49566	4	9	8	5
Gm41431	4	1	2	4
Map6d1	14	19	11	35
Gm10241	1	2	3	1
Yeats2	556	587	935	1196
Klhl24	1577	1554	1535	1710
Klhl6	1	0	0	5
A930003A15Rik	0	0	0	0
B3gnt5	3	10	4	9
Gm17799	0	0	0	0
Lamp3	1	0	3	7
Olfr171	0	0	0	0
Olfr170	1	0	0	0
Olfr169	0	0	0	0
Olfr168	0	0	0	0
Olfr167	0	0	0	0
Olfr166	0	0	0	0
Gm25762	0	0	0	0
Olfr165	0	0	0	0
Gm22158	0	0	0	0
Olfr164	0	0	0	0
Iglv2	0	0	0	0
Iglv3	0	0	0	0
Gm35545	27	36	21	31
Iglj2	0	0	0	0
Iglc2	0	0	0	0
Iglj4	0	0	0	0
Iglc4	0	0	0	0
Gm18748	0	0	0	0
LOC105246083	0	0	0	1
Iglv1	0	0	0	0
Iglj3	0	0	0	0
Iglj3p	0	0	0	0
Iglc3	0	0	0	0
Iglj1	0	0	0	0
Igl	4	2	2	3
Bod1-ps	1	1	4	3
Gm6048	0	0	0	0
Rpl26-ps4	0	0	0	0
Gm18335	0	0	1	0
Med15	7233	7598	8277	7469
Ccdc74a	1916	2101	3196	2584
Smpd4	7577	8105	9107	9019
LOC115488657	1	3	1	1
Slc7a4	31	37	72	83
P2rx6	5	7	18	20
Lrrc74b	22	20	42	40
Thap7	2481	2650	3793	3345
Lztr1	2032	2156	2626	2689
Aifm3	224	271	404	540
Crkl	1405	1532	1996	2153
Snap29	2543	2848	2791	2740
Gm18793	0	1	0	0
Gm24927	1	3	3	2
Serpind1	4	3	1	2
Pi4ka	14991	16069	16186	15677
Tmem191c	171	227	326	348
Hic2	183	247	509	534
Rimbp3	36954	39700	49338	45480
Gm22129	0	3	5	2
Ube2l3	4498	4736	5535	5145
Ydjc	420	448	676	627
LOC115488656	18	20	36	38
Ccdc116	2009	2237	2681	2347
Gm6440	7	5	17	11
Sdf2l1	5922	5946	7013	5455
Mir301b	1	5	7	2
Mir130b	2	0	0	3
2610318N02Rik	2942	2985	2860	2855
Ppil2	3532	3673	4666	4132
Ypel1	17400	18604	25510	22657
Mapk1	1544	1597	2192	2440
Gm6438	0	0	0	0
Gm46540	5	2	7	9
Ppm1f	225	236	453	513
Top3b	5475	5522	6324	5511
Vpreb1	0	1	0	6
Igll1	0	0	0	0
Gm5768	1	0	0	1
Rpl31-ps12	28	30	27	36
Spag6l	25118	26614	23480	23292
Gm34340	70	117	112	102
Gm46570	1	0	0	1
4933404G15Rik	243	286	146	205
Olfr19	10	4	5	5
Gm16139	0	0	0	0
Fgd4	39	49	46	68
Gm18869	0	0	0	0
Gm7765	0	0	0	0
Dnm1l	2145	2262	1970	2316
Yars2	450	448	535	571
Gm5481	0	2	0	1
Pkp2	136	117	184	216
D16Ertd727e	1	0	0	1
Rpl29-ps4	0	0	0	0
Gm18334	0	0	0	1
Gm10121	0	0	0	0
Spidr	761	824	961	964
Cebpd	36	57	63	80
Gm20082	3	1	10	3
Gm41425	21	17	33	25
Mzt2	3968	4256	5525	5156
Gm52255	1	0	0	0
Prkdc	1837	2055	2308	2792
Mcm4	869	753	1199	1631
Gm7748	3	1	2	0
Ube2v2	253	231	288	325
Gm41424	0	0	2	0
Gm7085	0	0	0	0
Gm6031	0	0	2	0
Gm5404	0	0	0	0
Gm41423	0	0	0	0
Gm46561	0	0	0	0
Efcab1	72	67	74	87
Gm33696	0	0	0	0
Gm25547	0	4	3	1
Snai2	82	97	64	74
LOC115488637	250	260	202	204
A630010A05Rik	156	189	266	289
Gm23116	0	0	0	0
Abcc1	863	833	1250	1467
Cep20	519	549	659	732
Myh11	151	205	124	358
Nde1	323	348	482	619
Mir484	3	2	0	3
Marf1	4552	5128	5025	5290
Gm15808	1	1	4	3
Gm15806	0	0	0	0
Bmerb1	999	955	1118	1019
Ifitm7	1339	1407	1722	1610
Gm15950	0	1	0	2
Mpv17l	87	74	112	97
Gm19150	40	48	65	64
Pdxdc1	11916	12789	13620	13117
Ntan1	200	229	357	363
Rrn3	1811	1996	2459	2643
Gm6354	23	29	53	42
A930007A09Rik	1040	1210	1850	1553
Pla2g10os	0	0	0	0
Pla2g10	155	140	87	114
Bfar	880	933	974	1077
Gm33329	0	0	0	0
Parn	528	522	649	958
Gm25276	0	0	2	0
2310015D24Rik	1	0	0	0
Mir6365	0	0	0	0
Gm33155	28	32	27	31
Mir365-1	0	0	0	0
Mir193b	0	0	0	1
Gm53058	28	15	15	18
Gm32817	46	37	35	60
n-TTcgt5	0	0	0	0
Gm41421	6	5	8	8
Gm15738	2	1	3	2
LOC115488652	2	0	0	1
Mrtfb	894	933	1229	1467
Gm32596	0	0	0	1
Ercc4	3907	4109	4210	4295
Gm6332	2	0	0	0
1700003L19Rik	4	16	6	11
4930414F18Rik	365	387	449	355
LOC108167340	178	192	260	252
Gm38619	0	1	0	0
Gm45919	243	287	406	322
C87114	0	0	5	2
Gm19571	0	0	0	0
Shisa9	32	33	38	35
Gm32278	1	0	0	1
Gm9961	0	0	0	0
Cpped1	252	291	322	327
4833415N18Rik	1	0	0	0
Gm32100	13	5	8	9
Gm15897	0	0	0	0
Gm18868	1	3	2	6
Snx29	965	1055	1411	1191
Tnfrsf17	2	0	0	0
Mir1945	0	2	1	2
LOC115488671	255	281	428	465
Gspt1	5140	5370	5145	5629
2610020C07Rik	78	104	144	147
Rsl1d1	1176	1170	1603	1910
Gm6305	0	0	5	7
Gm7638	1	5	2	2
4930509G22Rik	1319	1368	1655	1430
Gm24145	25	24	33	36
Zc3h7a	1865	2037	2014	2276
Txndc11	692	775	1147	1065
Snn	55	93	75	102
Gm9861	25	8	14	22
Gm18724	0	0	0	0
Gm3919	1	1	0	1
Gm10832	0	0	0	0
Gm4262	0	2	3	4
Litaf	105	113	171	230
Gm21859	0	0	0	0
Rmi2	158	207	322	211
Gm17913	14	23	24	18
Gm10343	25	43	37	33
Prm1	6982	7336	7866	7722
Prm2	5381	5297	11981	11242
Prm3	229	211	279	293
Tnp2	5468	5314	5811	5848
Socs1	271	234	528	472
Gm15558	0	0	0	1
Gm52264	0	0	0	0
Clec16a	4222	4393	4812	4648
Dexi	263	331	446	412
LOC115488669	1	0	2	2
Ciita	2	3	8	7
Gm41420	16	19	22	20
Tvp23a	16	5	24	30
Nubp1	943	969	1418	1289
Gm41419	3	2	2	0
Tekt5	3069	3129	2717	2618
Gm30724	1	0	0	3
Gm1600	39	23	38	32
Emp2	58	64	76	76
Gm24667	11	7	12	11
Atf7ip2	2470	2714	2712	2852
Rpl39l	6026	6349	7976	7100
Gm3890	0	0	0	0
Gm7572	0	0	0	0
Gm30668	0	0	1	0
Gm19143	0	0	0	0
Grin2a	6	3	0	6
Gm41418	8	6	3	3
Gm18722	5	2	5	5
Gm30567	0	0	0	0
Gm30444	7	10	13	9
Gm30371	0	0	0	0
Gm10247	0	0	0	3
Gm30310	1	0	6	8
Gm52232	7	12	9	11
1810013L24Rik	6162	6664	6707	7199
Gm25805	0	0	1	0
Usp7	12535	13464	11609	12588
Gm5767	64	55	80	91
Carhsp1	245	274	594	655
Pmm2	2562	2802	3348	2961
Tmem186	2262	2348	2604	2680
Gm7541	14	11	36	38
Gm18792	0	0	1	0
Abat	42	61	99	93
Gm23706	0	0	0	0
Mettl22	1711	1792	2041	1785
Gm30012	840	906	1350	1098
Tmem114	21	28	57	36
Gm24579	0	0	0	0
Gm29936	2	1	4	7
Gm26159	0	0	0	0
Gm29854	15	22	14	16
Gm36824	19	14	14	14
Gm52235	15	9	11	26
1700123O21Rik	0	0	0	0
Gm36902	6	12	9	12
Gm52234	8	4	8	1
Rbfox1	5	0	9	12
Gm41416	0	0	0	0
Gm41414	5	4	14	7
Gm52265	0	0	0	0
LOC115488699	0	0	0	0
Gm15983	33	42	56	65
Eef2kmt	703	758	1049	808
Alg1	475	413	760	755
Mir6364	0	0	0	0
AU021092	17	17	36	22
Nagpa	187	178	366	361
Sec14l5	1	3	4	10
Gm52254	1	8	10	11
Ppl	5	3	5	11
Gm23483	0	0	1	0
Ubn1	3869	4357	6372	6107
Glyr1	4392	4688	6082	5811
Rogdi	1504	1513	1937	1731
Smim22	0	4	0	4
Septin12	10062	10618	10686	9489
4930451G09Rik	2150	2390	3329	2892
Gm36681	51	58	54	53
Anks3	876	944	1559	1391
Nudt16l1	1674	1706	2908	2511
Gm16861	126	146	106	97
Mgrn1	819	865	1044	965
Ubald1	3600	3636	4943	4015
Gm10914	25	38	73	63
Gm36513	0	1	7	2
4930562C15Rik	950	1084	1306	1392
Cdip1	2317	2435	3795	3285
Hmox2	4760	5238	6128	5822
Nmral1	69	71	123	150
Dnaja3	1490	1634	2187	2195
Vasn	178	150	243	254
Coro7	650	712	907	990
Pam16	1461	1515	2644	2462
Glis2	135	169	331	437
D330022H12Rik	17	17	57	59
Tfap4	106	110	296	308
Srl	157	135	385	354
Gm6142	6	4	23	27
Adcy9	147	177	339	334
Gm36359	7	1	16	10
Gm5766	22	24	12	35
4930455F16Rik	63	59	54	67
Crebbp	4166	4210	4858	5798
Trap1	6633	6687	8305	7296
Dnase1	1	1	2	0
Slx4	15683	16800	19965	19760
Nlrc3	110	138	156	196
LOC115488700	0	0	0	1
Gm15539	8	3	3	8
Gm15537	1	0	1	2
Cluap1	1184	1186	1586	1546
1700037C18Rik	426	432	581	451
Gm41410	41	53	50	30
Naa60	423	434	691	662
Zfp597	1709	1824	1832	2022
Zfp174	441	545	654	615
Olfr15	0	0	0	0
Gm41409	13	6	28	23
Gm36195	83	84	146	164
Zfp263	2155	2278	3289	3053
LOC115488706	0	0	0	0
Tdgf1-ps1	0	0	0	0
Mefv	0	0	2	0
6720473M11Rik	0	0	2	1
Olfr163-ps1	2	2	8	0
Olfr162-ps1	57	70	52	49
Olfr161	27	24	20	21
Gm22598	1	2	0	0
Gm4116	0	0	1	0
Gm35974	0	0	0	0
Vmn1r-ps138	0	0	0	0
Gm4111	0	0	0	0
Gm3749	0	0	0	0
Gm3711	0	0	0	0
Gm4106	0	0	0	0
Vmn1r-ps137	0	0	0	0
Gm35912	0	0	1	0
Gm9108	0	0	0	0
Glycam1	0	0	0	0
Ppp1r1a	0	0	0	1
Pde1b	66	69	77	128
Nckap1l	283	345	310	370
Marcksl1-ps3	158	149	304	327
Gtsf2	461	501	608	568
Gm52195	6	14	7	9
Gtsf1	3474	3698	4759	4361
Mir6963	0	0	0	0
Itga5	16	18	49	47
Zfp385a	3625	3751	6157	5618
Gpr84	3	1	7	5
Gm41406	1	4	5	8
Mir148b	3	0	2	1
Copz1	1455	1733	2400	2274
Nfe2	9	3	6	4
Hnrnpa1	1251	1265	2190	2714
Cbx5	4826	5205	5427	5357
Smug1	103	121	155	166
D930007P13Rik	0	1	2	2
Gm28876	52	30	35	43
Gm30528	0	0	0	1
Hoxc4	7	6	6	6
Mir615	0	0	0	2
Hoxc5	35	28	48	45
Hoxc6	5	6	7	7
Gm29905	0	0	0	0
Hoxc8	2	0	4	1
Gm36878	0	0	0	3
Hoxc9	6	7	8	3
Mir196a-2	0	0	0	0
Hoxc10	3	0	3	2
Hoxc11	0	1	0	0
Hotair	0	0	0	0
Hoxc12	0	0	0	0
Hoxc13	2	1	3	5
Cistr	0	0	2	2
Gm36560	73	88	109	85
Gm36510	0	0	1	0
Calcoco1	1174	1208	1517	1369
Mir688	0	0	1	1
Atp5g2	239	271	669	736
Gm4544	0	0	0	0
Rpl39-ps	7	3	3	11
Gm25141	0	0	0	0
LOC105246046	0	0	0	0
Atf7	1440	1464	1932	1904
Npff	3	4	3	8
Tarbp2	7608	8139	11722	10103
Map3k12	697	632	929	820
Pcbp2	27801	28455	24145	23121
Gm36331	20	20	31	25
Prr13	9	11	15	15
Gm24128	0	1	0	0
Amhr2	232	267	395	374
Sp1	3762	3895	5393	4968
Sp7	4	3	8	6
Gm36246	127	125	182	159
Aaas	1307	1327	1861	1627
Myg1	778	871	1123	890
Gm51296	0	0	0	0
Pfdn5	5568	5736	7499	6492
Espl1	8308	8882	13818	14241
Mfsd5	224	282	498	525
Gm9918	2	4	5	2
Rarg	146	170	399	456
Itgb7	28	20	55	55
Zfp740	278	357	701	995
Csad	110	105	192	229
Soat2	0	3	2	2
Igfbp6	39	26	62	89
Spryd3	244	250	531	386
Tns2	20	36	66	90
Eif4b	3907	4339	6345	5881
Gm41405	0	0	0	0
Krt18	2	1	5	5
Gm41404	11	1	9	2
Gm36026	120	147	246	206
Krt8	413	412	547	579
Krt78	102	92	123	111
Krt79	2	5	0	6
Krt4	0	0	0	0
Krt76	2	1	1	2
Krt77	54	52	61	48
Krt1	5	5	3	2
Gm35972	0	0	1	0
Krt2	0	0	0	0
Krt73	12	10	13	9
Krt72	0	0	0	5
Krt74	0	0	0	0
Krt71	0	0	0	0
Krt5	4	0	0	0
Gm49428	21	20	8	12
Krt6a	0	0	0	0
Krt6b	0	0	0	0
